Simulation time (in s): 500
Number of peers in the network (n): 100
Percentage of honest slow peers (z0): 50
Percentage of honest peers with low CPU (z1): 50
Percentage of mining power of adversary-1 (zeta1): 40
Percentage of mining power of adversary-2 (zeta2): 50
Mean interarrival time between transactions (in ms) (T_tx): 100000
Mean interarrival time between blocks (in ms) (I): 5000.0
==============================================
ID,Slow|Fast,Low CPU|High CPU
1,Fast,Attacker 1
2,Fast,Attacker 2
3,Slow,High CPU
4,Fast,Low CPU
5,Slow,Low CPU
6,Fast,Low CPU
7,Fast,Low CPU
8,Slow,High CPU
9,Fast,Low CPU
10,Slow,Low CPU
11,Slow,Low CPU
12,Slow,Low CPU
13,Fast,Low CPU
14,Slow,Low CPU
15,Slow,High CPU
16,Fast,Low CPU
17,Fast,Low CPU
18,Fast,High CPU
19,Slow,Low CPU
20,Slow,Low CPU
21,Slow,Low CPU
22,Fast,Low CPU
23,Slow,High CPU
24,Fast,High CPU
25,Fast,High CPU
26,Fast,High CPU
27,Fast,Low CPU
28,Fast,High CPU
29,Slow,Low CPU
30,Slow,Low CPU
31,Fast,Low CPU
32,Fast,Low CPU
33,Fast,Low CPU
34,Fast,High CPU
35,Fast,High CPU
36,Fast,High CPU
37,Fast,Low CPU
38,Fast,High CPU
39,Slow,High CPU
40,Slow,Low CPU
41,Slow,High CPU
42,Fast,High CPU
43,Slow,Low CPU
44,Fast,High CPU
45,Slow,Low CPU
46,Slow,Low CPU
47,Fast,High CPU
48,Fast,Low CPU
49,Slow,High CPU
50,Fast,Low CPU
51,Fast,High CPU
52,Slow,Low CPU
53,Fast,High CPU
54,Fast,High CPU
55,Slow,Low CPU
56,Fast,Low CPU
57,Fast,Low CPU
58,Slow,Low CPU
59,Fast,Low CPU
60,Fast,Low CPU
61,Fast,Low CPU
62,Fast,Low CPU
63,Fast,Low CPU
64,Slow,Low CPU
65,Fast,High CPU
66,Slow,Low CPU
67,Slow,High CPU
68,Fast,Low CPU
69,Fast,Low CPU
70,Fast,High CPU
71,Fast,Low CPU
72,Fast,Low CPU
73,Fast,High CPU
74,Slow,Low CPU
75,Slow,High CPU
76,Fast,High CPU
77,Fast,High CPU
78,Fast,Low CPU
79,Fast,High CPU
80,Fast,High CPU
81,Slow,High CPU
82,Fast,High CPU
83,Slow,Low CPU
84,Slow,High CPU
85,Fast,Low CPU
86,Slow,Low CPU
87,Slow,Low CPU
88,Slow,Low CPU
89,Slow,Low CPU
90,Slow,High CPU
91,Slow,Low CPU
92,Slow,High CPU
93,Fast,Low CPU
94,Fast,High CPU
95,Slow,High CPU
96,Fast,High CPU
97,Fast,Low CPU
98,Fast,High CPU
99,Fast,Low CPU
100,Fast,High CPU
