Simulation time (in s): 500
Number of peers in the network (n): 100
Percentage of honest slow peers (z0): 50
Percentage of honest peers with low CPU (z1): 50
Percentage of mining power of adversary-1 (zeta1): 10
Percentage of mining power of adversary-2 (zeta2): 30
Mean interarrival time between transactions (in ms) (T_tx): 100000
Mean interarrival time between blocks (in ms) (I): 5000.0
==============================================
ID,Slow|Fast,Low CPU|High CPU
1,Fast,Attacker 1
2,Fast,Attacker 2
3,Slow,High CPU
4,Fast,High CPU
5,Fast,High CPU
6,Slow,Low CPU
7,Fast,High CPU
8,Slow,High CPU
9,Slow,Low CPU
10,Fast,High CPU
11,Slow,High CPU
12,Slow,Low CPU
13,Slow,Low CPU
14,Slow,High CPU
15,Slow,High CPU
16,Slow,High CPU
17,Fast,High CPU
18,Slow,Low CPU
19,Fast,High CPU
20,Slow,Low CPU
21,Fast,Low CPU
22,Fast,Low CPU
23,Fast,Low CPU
24,Fast,Low CPU
25,Slow,High CPU
26,Fast,Low CPU
27,Slow,Low CPU
28,Slow,High CPU
29,Fast,Low CPU
30,Slow,High CPU
31,Fast,High CPU
32,Slow,High CPU
33,Fast,Low CPU
34,Slow,Low CPU
35,Slow,Low CPU
36,Fast,Low CPU
37,Slow,Low CPU
38,Fast,Low CPU
39,Slow,High CPU
40,Fast,Low CPU
41,Fast,High CPU
42,Fast,Low CPU
43,Fast,Low CPU
44,Fast,High CPU
45,Fast,Low CPU
46,Slow,Low CPU
47,Slow,High CPU
48,Fast,High CPU
49,Slow,Low CPU
50,Fast,Low CPU
51,Slow,Low CPU
52,Slow,Low CPU
53,Slow,Low CPU
54,Slow,High CPU
55,Slow,High CPU
56,Slow,Low CPU
57,Fast,High CPU
58,Fast,High CPU
59,Slow,High CPU
60,Slow,Low CPU
61,Slow,High CPU
62,Slow,High CPU
63,Fast,Low CPU
64,Fast,Low CPU
65,Slow,Low CPU
66,Slow,Low CPU
67,Fast,High CPU
68,Slow,High CPU
69,Fast,Low CPU
70,Slow,High CPU
71,Fast,High CPU
72,Slow,Low CPU
73,Fast,Low CPU
74,Slow,High CPU
75,Slow,High CPU
76,Slow,Low CPU
77,Fast,Low CPU
78,Fast,High CPU
79,Slow,High CPU
80,Slow,Low CPU
81,Slow,Low CPU
82,Fast,Low CPU
83,Fast,Low CPU
84,Fast,Low CPU
85,Fast,High CPU
86,Fast,High CPU
87,Fast,High CPU
88,Fast,Low CPU
89,Fast,Low CPU
90,Slow,High CPU
91,Fast,High CPU
92,Fast,Low CPU
93,Fast,Low CPU
94,Slow,High CPU
95,Slow,Low CPU
96,Slow,High CPU
97,Fast,High CPU
98,Fast,High CPU
99,Slow,Low CPU
100,Fast,Low CPU
