Simulation time (in s): 500
Number of peers in the network (n): 100
Percentage of honest slow peers (z0): 50
Percentage of honest peers with low CPU (z1): 50
Percentage of mining power of adversary-1 (zeta1): 30
Percentage of mining power of adversary-2 (zeta2): 30
Mean interarrival time between transactions (in ms) (T_tx): 100000
Mean interarrival time between blocks (in ms) (I): 5000.0
==============================================
ID,Slow|Fast,Low CPU|High CPU
1,Fast,Attacker 1
2,Fast,Attacker 2
3,Fast,Low CPU
4,Slow,High CPU
5,Slow,High CPU
6,Fast,High CPU
7,Slow,High CPU
8,Fast,High CPU
9,Slow,Low CPU
10,Fast,High CPU
11,Fast,High CPU
12,Fast,Low CPU
13,Fast,Low CPU
14,Fast,High CPU
15,Fast,High CPU
16,Slow,High CPU
17,Fast,High CPU
18,Fast,Low CPU
19,Fast,Low CPU
20,Fast,Low CPU
21,Fast,High CPU
22,Fast,Low CPU
23,Slow,High CPU
24,Fast,High CPU
25,Slow,Low CPU
26,Slow,High CPU
27,Fast,High CPU
28,Slow,High CPU
29,Slow,Low CPU
30,Fast,Low CPU
31,Slow,High CPU
32,Fast,High CPU
33,Slow,Low CPU
34,Slow,High CPU
35,Fast,High CPU
36,Fast,Low CPU
37,Slow,High CPU
38,Fast,Low CPU
39,Fast,Low CPU
40,Fast,High CPU
41,Fast,Low CPU
42,Slow,Low CPU
43,Slow,High CPU
44,Slow,Low CPU
45,Slow,Low CPU
46,Fast,High CPU
47,Fast,High CPU
48,Slow,Low CPU
49,Fast,High CPU
50,Fast,Low CPU
51,Fast,Low CPU
52,Fast,Low CPU
53,Fast,High CPU
54,Slow,Low CPU
55,Fast,Low CPU
56,Fast,High CPU
57,Slow,High CPU
58,Slow,Low CPU
59,Slow,Low CPU
60,Slow,Low CPU
61,Fast,High CPU
62,Slow,High CPU
63,Fast,High CPU
64,Slow,High CPU
65,Fast,Low CPU
66,Fast,High CPU
67,Fast,Low CPU
68,Slow,Low CPU
69,Slow,Low CPU
70,Slow,High CPU
71,Slow,Low CPU
72,Fast,High CPU
73,Fast,High CPU
74,Fast,High CPU
75,Slow,High CPU
76,Slow,High CPU
77,Slow,High CPU
78,Slow,Low CPU
79,Slow,Low CPU
80,Fast,Low CPU
81,Fast,Low CPU
82,Fast,Low CPU
83,Slow,High CPU
84,Slow,Low CPU
85,Fast,Low CPU
86,Fast,Low CPU
87,Fast,Low CPU
88,Fast,Low CPU
89,Fast,High CPU
90,Slow,Low CPU
91,Fast,Low CPU
92,Slow,High CPU
93,Fast,Low CPU
94,Slow,Low CPU
95,Fast,Low CPU
96,Fast,High CPU
97,Slow,Low CPU
98,Slow,Low CPU
99,Slow,High CPU
100,Fast,Low CPU
