Simulation time (in s): 500
Number of peers in the network (n): 100
Percentage of honest slow peers (z0): 50
Percentage of honest peers with low CPU (z1): 50
Percentage of mining power of adversary-1 (zeta1): 10
Percentage of mining power of adversary-2 (zeta2): 70
Mean interarrival time between transactions (in ms) (T_tx): 100000
Mean interarrival time between blocks (in ms) (I): 5000.0
==============================================
ID,Slow|Fast,Low CPU|High CPU
1,Fast,Attacker 1
2,Fast,Attacker 2
3,Slow,High CPU
4,Fast,Low CPU
5,Fast,High CPU
6,Fast,High CPU
7,Slow,Low CPU
8,Fast,High CPU
9,Fast,Low CPU
10,Fast,Low CPU
11,Slow,Low CPU
12,Slow,High CPU
13,Slow,High CPU
14,Fast,Low CPU
15,Slow,Low CPU
16,Fast,Low CPU
17,Slow,High CPU
18,Fast,High CPU
19,Slow,Low CPU
20,Fast,Low CPU
21,Slow,High CPU
22,Fast,High CPU
23,Slow,High CPU
24,Fast,High CPU
25,Fast,Low CPU
26,Slow,High CPU
27,Slow,High CPU
28,Slow,Low CPU
29,Fast,Low CPU
30,Slow,High CPU
31,Fast,Low CPU
32,Fast,High CPU
33,Fast,High CPU
34,Slow,High CPU
35,Slow,High CPU
36,Slow,Low CPU
37,Slow,Low CPU
38,Slow,High CPU
39,Slow,High CPU
40,Slow,Low CPU
41,Fast,Low CPU
42,Fast,High CPU
43,Fast,Low CPU
44,Slow,High CPU
45,Fast,High CPU
46,Slow,High CPU
47,Slow,High CPU
48,Fast,High CPU
49,Fast,Low CPU
50,Fast,High CPU
51,Slow,High CPU
52,Fast,High CPU
53,Fast,High CPU
54,Slow,High CPU
55,Slow,Low CPU
56,Fast,High CPU
57,Slow,High CPU
58,Slow,Low CPU
59,Slow,Low CPU
60,Fast,High CPU
61,Slow,Low CPU
62,Slow,Low CPU
63,Slow,High CPU
64,Slow,High CPU
65,Slow,High CPU
66,Fast,High CPU
67,Slow,Low CPU
68,Fast,Low CPU
69,Slow,High CPU
70,Slow,High CPU
71,Slow,Low CPU
72,Slow,High CPU
73,Slow,High CPU
74,Slow,High CPU
75,Fast,High CPU
76,Slow,Low CPU
77,Slow,Low CPU
78,Slow,High CPU
79,Slow,High CPU
80,Fast,High CPU
81,Fast,High CPU
82,Fast,High CPU
83,Fast,High CPU
84,Slow,High CPU
85,Slow,Low CPU
86,Slow,Low CPU
87,Slow,Low CPU
88,Fast,High CPU
89,Fast,Low CPU
90,Slow,High CPU
91,Fast,Low CPU
92,Slow,Low CPU
93,Fast,High CPU
94,Fast,High CPU
95,Fast,Low CPU
96,Slow,Low CPU
97,Slow,High CPU
98,Slow,Low CPU
99,Fast,High CPU
100,Slow,Low CPU
