Simulation time (in s): 500
Number of peers in the network (n): 100
Percentage of honest slow peers (z0): 50
Percentage of honest peers with low CPU (z1): 100
Percentage of mining power of adversary-1 (zeta1): 80
Percentage of mining power of adversary-2 (zeta2): 0
Mean interarrival time between transactions (in ms) (T_tx): 100000
Mean interarrival time between blocks (in ms) (I): 5000.0
==============================================
ID,Slow|Fast,Low CPU|High CPU
1,Fast,Attacker 1
2,Fast,Attacker 2
3,Fast,Low CPU
4,Fast,Low CPU
5,Slow,Low CPU
6,Slow,Low CPU
7,Fast,Low CPU
8,Slow,Low CPU
9,Slow,Low CPU
10,Slow,Low CPU
11,Slow,Low CPU
12,Slow,Low CPU
13,Fast,Low CPU
14,Slow,Low CPU
15,Slow,Low CPU
16,Fast,Low CPU
17,Slow,Low CPU
18,Fast,Low CPU
19,Slow,Low CPU
20,Slow,Low CPU
21,Slow,Low CPU
22,Slow,Low CPU
23,Fast,Low CPU
24,Slow,Low CPU
25,Slow,Low CPU
26,Fast,Low CPU
27,Fast,Low CPU
28,Slow,Low CPU
29,Slow,Low CPU
30,Slow,Low CPU
31,Slow,Low CPU
32,Fast,Low CPU
33,Slow,Low CPU
34,Slow,Low CPU
35,Fast,Low CPU
36,Slow,Low CPU
37,Fast,Low CPU
38,Fast,Low CPU
39,Fast,Low CPU
40,Fast,Low CPU
41,Slow,Low CPU
42,Slow,Low CPU
43,Slow,Low CPU
44,Fast,Low CPU
45,Slow,Low CPU
46,Fast,Low CPU
47,Fast,Low CPU
48,Slow,Low CPU
49,Slow,Low CPU
50,Slow,Low CPU
51,Slow,Low CPU
52,Slow,Low CPU
53,Slow,Low CPU
54,Fast,Low CPU
55,Fast,Low CPU
56,Fast,Low CPU
57,Fast,Low CPU
58,Fast,Low CPU
59,Slow,Low CPU
60,Slow,Low CPU
61,Slow,Low CPU
62,Fast,Low CPU
63,Slow,Low CPU
64,Fast,Low CPU
65,Slow,Low CPU
66,Fast,Low CPU
67,Fast,Low CPU
68,Fast,Low CPU
69,Fast,Low CPU
70,Fast,Low CPU
71,Slow,Low CPU
72,Fast,Low CPU
73,Fast,Low CPU
74,Slow,Low CPU
75,Fast,Low CPU
76,Fast,Low CPU
77,Slow,Low CPU
78,Slow,Low CPU
79,Fast,Low CPU
80,Slow,Low CPU
81,Slow,Low CPU
82,Fast,Low CPU
83,Fast,Low CPU
84,Slow,Low CPU
85,Fast,Low CPU
86,Fast,Low CPU
87,Fast,Low CPU
88,Fast,Low CPU
89,Slow,Low CPU
90,Fast,Low CPU
91,Slow,Low CPU
92,Slow,Low CPU
93,Fast,Low CPU
94,Slow,Low CPU
95,Slow,Low CPU
96,Fast,Low CPU
97,Fast,Low CPU
98,Slow,Low CPU
99,Slow,Low CPU
100,Slow,Low CPU
