Simulation time (in s): 15
Number of peers in the network (n): 100
Percentage of honest slow peers (z0): 50
Percentage of honest peers with low CPU (z1): 50
Percentage of mining power of adversary-1 (zeta1): 80
Percentage of mining power of adversary-2 (zeta2): 0
Mean interarrival time between transactions (in ms) (T_tx): 10
Mean interarrival time between blocks (in ms) (I): 250.0
==============================================
ID,Slow|Fast,Low CPU|High CPU
1,Fast,Attacker 1
2,Fast,Attacker 2
3,Fast,High CPU
4,Fast,Low CPU
5,Fast,High CPU
6,Fast,Low CPU
7,Fast,Low CPU
8,Fast,High CPU
9,Slow,High CPU
10,Fast,High CPU
11,Slow,Low CPU
12,Fast,High CPU
13,Slow,Low CPU
14,Slow,Low CPU
15,Slow,High CPU
16,Slow,Low CPU
17,Slow,High CPU
18,Slow,Low CPU
19,Fast,High CPU
20,Slow,High CPU
21,Slow,High CPU
22,Fast,Low CPU
23,Fast,Low CPU
24,Fast,High CPU
25,Fast,High CPU
26,Fast,Low CPU
27,Fast,Low CPU
28,Fast,High CPU
29,Fast,High CPU
30,Slow,Low CPU
31,Slow,Low CPU
32,Slow,High CPU
33,Fast,High CPU
34,Slow,High CPU
35,Fast,Low CPU
36,Fast,Low CPU
37,Fast,High CPU
38,Slow,Low CPU
39,Slow,Low CPU
40,Fast,High CPU
41,Fast,High CPU
42,Fast,High CPU
43,Slow,High CPU
44,Slow,Low CPU
45,Fast,High CPU
46,Slow,High CPU
47,Slow,High CPU
48,Fast,High CPU
49,Slow,High CPU
50,Slow,High CPU
51,Fast,High CPU
52,Slow,Low CPU
53,Fast,High CPU
54,Fast,High CPU
55,Fast,Low CPU
56,Slow,Low CPU
57,Fast,High CPU
58,Slow,Low CPU
59,Fast,Low CPU
60,Slow,Low CPU
61,Slow,Low CPU
62,Slow,Low CPU
63,Fast,High CPU
64,Fast,Low CPU
65,Fast,Low CPU
66,Slow,High CPU
67,Fast,High CPU
68,Slow,High CPU
69,Fast,High CPU
70,Fast,Low CPU
71,Slow,Low CPU
72,Fast,Low CPU
73,Slow,High CPU
74,Slow,Low CPU
75,Fast,High CPU
76,Slow,Low CPU
77,Slow,Low CPU
78,Slow,Low CPU
79,Slow,Low CPU
80,Slow,High CPU
81,Fast,High CPU
82,Slow,Low CPU
83,Slow,Low CPU
84,Slow,High CPU
85,Fast,High CPU
86,Slow,High CPU
87,Slow,High CPU
88,Slow,Low CPU
89,Fast,Low CPU
90,Slow,High CPU
91,Slow,Low CPU
92,Slow,Low CPU
93,Fast,Low CPU
94,Fast,High CPU
95,Fast,Low CPU
96,Slow,High CPU
97,Fast,Low CPU
98,Fast,High CPU
99,Slow,High CPU
100,Fast,High CPU
