Simulation time (in s): 500
Number of peers in the network (n): 100
Percentage of honest slow peers (z0): 50
Percentage of honest peers with low CPU (z1): 50
Percentage of mining power of adversary-1 (zeta1): 20
Percentage of mining power of adversary-2 (zeta2): 30
Mean interarrival time between transactions (in ms) (T_tx): 100000
Mean interarrival time between blocks (in ms) (I): 5000.0
==============================================
ID,Slow|Fast,Low CPU|High CPU
1,Fast,Attacker 1
2,Fast,Attacker 2
3,Slow,High CPU
4,Slow,High CPU
5,Slow,High CPU
6,Fast,Low CPU
7,Fast,Low CPU
8,Fast,High CPU
9,Fast,Low CPU
10,Fast,Low CPU
11,Slow,High CPU
12,Fast,Low CPU
13,Slow,Low CPU
14,Slow,Low CPU
15,Slow,Low CPU
16,Slow,High CPU
17,Slow,High CPU
18,Fast,High CPU
19,Slow,Low CPU
20,Fast,High CPU
21,Fast,High CPU
22,Slow,High CPU
23,Slow,Low CPU
24,Fast,High CPU
25,Fast,Low CPU
26,Slow,High CPU
27,Fast,High CPU
28,Slow,High CPU
29,Fast,Low CPU
30,Slow,High CPU
31,Fast,Low CPU
32,Slow,High CPU
33,Fast,Low CPU
34,Fast,High CPU
35,Slow,High CPU
36,Slow,High CPU
37,Fast,High CPU
38,Fast,Low CPU
39,Slow,High CPU
40,Slow,Low CPU
41,Fast,Low CPU
42,Fast,High CPU
43,Slow,High CPU
44,Fast,Low CPU
45,Fast,High CPU
46,Fast,High CPU
47,Fast,Low CPU
48,Slow,Low CPU
49,Slow,Low CPU
50,Fast,Low CPU
51,Fast,High CPU
52,Fast,High CPU
53,Fast,High CPU
54,Slow,Low CPU
55,Fast,High CPU
56,Slow,High CPU
57,Fast,Low CPU
58,Slow,High CPU
59,Fast,Low CPU
60,Fast,High CPU
61,Fast,Low CPU
62,Fast,Low CPU
63,Fast,Low CPU
64,Slow,Low CPU
65,Slow,Low CPU
66,Fast,High CPU
67,Fast,High CPU
68,Slow,High CPU
69,Fast,High CPU
70,Slow,High CPU
71,Fast,High CPU
72,Fast,Low CPU
73,Slow,High CPU
74,Fast,High CPU
75,Fast,High CPU
76,Slow,Low CPU
77,Slow,High CPU
78,Fast,High CPU
79,Fast,High CPU
80,Slow,High CPU
81,Slow,Low CPU
82,Slow,Low CPU
83,Slow,High CPU
84,Fast,Low CPU
85,Slow,Low CPU
86,Slow,Low CPU
87,Slow,High CPU
88,Fast,Low CPU
89,Slow,Low CPU
90,Fast,High CPU
91,Fast,Low CPU
92,Fast,Low CPU
93,Slow,High CPU
94,Slow,High CPU
95,Slow,High CPU
96,Fast,High CPU
97,Fast,Low CPU
98,Slow,Low CPU
99,Slow,Low CPU
100,Fast,Low CPU
