Simulation time (in s): 15
Number of peers in the network (n): 100
Percentage of honest slow peers (z0): 50
Percentage of honest peers with low CPU (z1): 50
Percentage of mining power of adversary-1 (zeta1): 40
Percentage of mining power of adversary-2 (zeta2): 0
Mean interarrival time between transactions (in ms) (T_tx): 10
Mean interarrival time between blocks (in ms) (I): 250.0
==============================================
ID,Slow|Fast,Low CPU|High CPU
1,Fast,Attacker 1
2,Fast,Attacker 2
3,Slow,High CPU
4,Fast,Low CPU
5,Slow,High CPU
6,Slow,High CPU
7,Slow,High CPU
8,Fast,Low CPU
9,Fast,High CPU
10,Fast,Low CPU
11,Fast,Low CPU
12,Slow,Low CPU
13,Slow,Low CPU
14,Fast,High CPU
15,Fast,High CPU
16,Slow,High CPU
17,Fast,High CPU
18,Fast,Low CPU
19,Slow,Low CPU
20,Fast,High CPU
21,Slow,Low CPU
22,Fast,Low CPU
23,Fast,High CPU
24,Fast,High CPU
25,Fast,Low CPU
26,Slow,High CPU
27,Fast,High CPU
28,Slow,High CPU
29,Slow,Low CPU
30,Slow,Low CPU
31,Fast,High CPU
32,Fast,Low CPU
33,Fast,High CPU
34,Slow,Low CPU
35,Slow,High CPU
36,Fast,High CPU
37,Slow,High CPU
38,Fast,Low CPU
39,Slow,Low CPU
40,Fast,Low CPU
41,Slow,High CPU
42,Slow,Low CPU
43,Slow,High CPU
44,Fast,High CPU
45,Slow,High CPU
46,Fast,Low CPU
47,Slow,High CPU
48,Slow,High CPU
49,Slow,Low CPU
50,Fast,High CPU
51,Fast,Low CPU
52,Fast,High CPU
53,Slow,Low CPU
54,Fast,High CPU
55,Fast,Low CPU
56,Fast,Low CPU
57,Slow,High CPU
58,Fast,Low CPU
59,Slow,Low CPU
60,Fast,Low CPU
61,Fast,Low CPU
62,Fast,Low CPU
63,Slow,High CPU
64,Slow,Low CPU
65,Slow,Low CPU
66,Slow,Low CPU
67,Fast,Low CPU
68,Fast,High CPU
69,Fast,High CPU
70,Slow,Low CPU
71,Slow,Low CPU
72,Fast,Low CPU
73,Slow,Low CPU
74,Slow,Low CPU
75,Fast,Low CPU
76,Fast,Low CPU
77,Slow,High CPU
78,Fast,High CPU
79,Slow,High CPU
80,Slow,Low CPU
81,Slow,High CPU
82,Fast,High CPU
83,Slow,High CPU
84,Slow,High CPU
85,Slow,High CPU
86,Slow,Low CPU
87,Fast,High CPU
88,Fast,High CPU
89,Fast,High CPU
90,Slow,Low CPU
91,Fast,High CPU
92,Fast,Low CPU
93,Fast,High CPU
94,Fast,Low CPU
95,Fast,Low CPU
96,Slow,High CPU
97,Fast,High CPU
98,Fast,High CPU
99,Slow,High CPU
100,Fast,Low CPU
