Simulation time (in s): 500
Number of peers in the network (n): 100
Percentage of honest slow peers (z0): 50
Percentage of honest peers with low CPU (z1): 50
Percentage of mining power of adversary-1 (zeta1): 60
Percentage of mining power of adversary-2 (zeta2): 0
Mean interarrival time between transactions (in ms) (T_tx): 100000
Mean interarrival time between blocks (in ms) (I): 5000.0
==============================================
ID,Slow|Fast,Low CPU|High CPU
1,Fast,Attacker 1
2,Fast,Attacker 2
3,Slow,High CPU
4,Fast,Low CPU
5,Fast,Low CPU
6,Slow,Low CPU
7,Fast,High CPU
8,Fast,Low CPU
9,Fast,Low CPU
10,Slow,High CPU
11,Slow,High CPU
12,Slow,High CPU
13,Fast,Low CPU
14,Slow,High CPU
15,Slow,Low CPU
16,Slow,Low CPU
17,Slow,High CPU
18,Fast,High CPU
19,Slow,High CPU
20,Fast,Low CPU
21,Fast,High CPU
22,Slow,Low CPU
23,Fast,Low CPU
24,Fast,High CPU
25,Slow,High CPU
26,Fast,High CPU
27,Fast,Low CPU
28,Slow,High CPU
29,Fast,Low CPU
30,Fast,High CPU
31,Fast,High CPU
32,Slow,High CPU
33,Slow,High CPU
34,Fast,Low CPU
35,Slow,High CPU
36,Slow,Low CPU
37,Fast,High CPU
38,Fast,High CPU
39,Slow,High CPU
40,Fast,High CPU
41,Slow,High CPU
42,Fast,Low CPU
43,Fast,High CPU
44,Slow,Low CPU
45,Slow,High CPU
46,Fast,Low CPU
47,Slow,High CPU
48,Slow,Low CPU
49,Fast,High CPU
50,Fast,High CPU
51,Fast,Low CPU
52,Fast,Low CPU
53,Fast,Low CPU
54,Slow,High CPU
55,Fast,High CPU
56,Slow,Low CPU
57,Fast,Low CPU
58,Fast,High CPU
59,Slow,High CPU
60,Slow,Low CPU
61,Slow,High CPU
62,Slow,Low CPU
63,Fast,Low CPU
64,Fast,Low CPU
65,Fast,High CPU
66,Fast,Low CPU
67,Slow,Low CPU
68,Fast,Low CPU
69,Fast,High CPU
70,Fast,High CPU
71,Fast,Low CPU
72,Slow,Low CPU
73,Slow,Low CPU
74,Slow,Low CPU
75,Fast,High CPU
76,Fast,Low CPU
77,Fast,Low CPU
78,Slow,High CPU
79,Slow,Low CPU
80,Fast,Low CPU
81,Fast,High CPU
82,Slow,Low CPU
83,Fast,High CPU
84,Fast,High CPU
85,Slow,High CPU
86,Fast,Low CPU
87,Slow,Low CPU
88,Slow,High CPU
89,Fast,High CPU
90,Fast,Low CPU
91,Fast,High CPU
92,Fast,High CPU
93,Fast,High CPU
94,Fast,Low CPU
95,Slow,Low CPU
96,Fast,High CPU
97,Slow,Low CPU
98,Slow,Low CPU
99,Slow,High CPU
100,Slow,High CPU
