Simulation time (in s): 15
Number of peers in the network (n): 100
Percentage of honest slow peers (z0): 50
Percentage of honest peers with low CPU (z1): 50
Percentage of mining power of adversary-1 (zeta1): 20
Percentage of mining power of adversary-2 (zeta2): 50
Mean interarrival time between transactions (in ms) (T_tx): 10
Mean interarrival time between blocks (in ms) (I): 250.0
==============================================
ID,Slow|Fast,Low CPU|High CPU
1,Fast,Attacker 1
2,Fast,Attacker 2
3,Slow,Low CPU
4,Slow,High CPU
5,Fast,Low CPU
6,Slow,Low CPU
7,Slow,Low CPU
8,Fast,High CPU
9,Fast,High CPU
10,Slow,High CPU
11,Fast,Low CPU
12,Fast,Low CPU
13,Fast,High CPU
14,Slow,High CPU
15,Fast,Low CPU
16,Slow,Low CPU
17,Slow,High CPU
18,Slow,Low CPU
19,Fast,High CPU
20,Slow,Low CPU
21,Fast,Low CPU
22,Slow,High CPU
23,Fast,Low CPU
24,Fast,Low CPU
25,Fast,Low CPU
26,Fast,Low CPU
27,Fast,High CPU
28,Slow,Low CPU
29,Slow,Low CPU
30,Slow,Low CPU
31,Fast,Low CPU
32,Fast,Low CPU
33,Slow,High CPU
34,Fast,Low CPU
35,Fast,Low CPU
36,Fast,High CPU
37,Slow,High CPU
38,Fast,Low CPU
39,Fast,High CPU
40,Fast,High CPU
41,Fast,High CPU
42,Slow,Low CPU
43,Slow,Low CPU
44,Fast,High CPU
45,Slow,High CPU
46,Slow,High CPU
47,Fast,High CPU
48,Fast,Low CPU
49,Fast,Low CPU
50,Slow,High CPU
51,Slow,High CPU
52,Fast,High CPU
53,Fast,High CPU
54,Fast,Low CPU
55,Slow,High CPU
56,Fast,Low CPU
57,Fast,Low CPU
58,Slow,Low CPU
59,Fast,Low CPU
60,Fast,High CPU
61,Slow,Low CPU
62,Fast,Low CPU
63,Slow,High CPU
64,Slow,Low CPU
65,Slow,High CPU
66,Slow,Low CPU
67,Slow,Low CPU
68,Slow,Low CPU
69,Fast,High CPU
70,Fast,High CPU
71,Slow,High CPU
72,Slow,Low CPU
73,Fast,Low CPU
74,Slow,High CPU
75,Slow,Low CPU
76,Slow,Low CPU
77,Slow,Low CPU
78,Fast,High CPU
79,Slow,High CPU
80,Fast,Low CPU
81,Fast,Low CPU
82,Fast,High CPU
83,Fast,Low CPU
84,Slow,High CPU
85,Slow,Low CPU
86,Slow,High CPU
87,Slow,High CPU
88,Fast,Low CPU
89,Slow,Low CPU
90,Fast,Low CPU
91,Slow,Low CPU
92,Slow,High CPU
93,Fast,High CPU
94,Slow,High CPU
95,Fast,High CPU
96,Fast,High CPU
97,Slow,Low CPU
98,Slow,Low CPU
99,Slow,High CPU
100,Slow,High CPU
